time,Hs (m),Tp (sec),DirPeak(deg),Depth(mm),H1/10 (m),Tmean (sec),Dmean (deg),source_file,Dmean
12/09/2024 22:00,0.05,8.5,189,18606,0.06,9.3,,KNW06_Waves.xlsx,198
12/09/2024 23:00,0.04,7.5,39,18604,0.05,8.5,,KNW06_Waves.xlsx,31
13/09/2024 00:00,0.04,8.5,331,18593,0.06,8,,KNW06_Waves.xlsx,305
13/09/2024 01:00,0.02,18,181,18589,0.02,15.6,,KNW06_Waves.xlsx,170
13/09/2024 02:00,0.03,6.1,181,18595,0.04,7.1,,KNW06_Waves.xlsx,168
13/09/2024 03:00,0.03,7.5,177,18599,0.04,9.2,,KNW06_Waves.xlsx,135
13/09/2024 04:00,0.01,14,177,18601,0.02,13.9,,KNW06_Waves.xlsx,167
13/09/2024 05:00,0.01,14,305,18614,0.02,16.2,,KNW06_Waves.xlsx,241
13/09/2024 06:00,0.02,11.5,225,18619,0.02,14.6,,KNW06_Waves.xlsx,198
13/09/2024 07:00,0.05,8.5,101,18619,0.06,9,,KNW06_Waves.xlsx,48
13/09/2024 08:00,0.01,9.8,165,18614,0.02,14,,KNW06_Waves.xlsx,204
13/09/2024 09:00,0.02,11.5,221,18600,0.02,14.5,,KNW06_Waves.xlsx,172
13/09/2024 10:00,0.01,9.8,65,18587,0.01,13.4,,KNW06_Waves.xlsx,64
13/09/2024 11:00,0.02,9.8,141,18587,0.02,13.4,,KNW06_Waves.xlsx,142
13/09/2024 12:00,0.22,3,92,18585,0.28,3.2,,KNW06_Waves.xlsx,102
13/09/2024 13:00,0.17,3,268,18559,0.21,3.2,,KNW06_Waves.xlsx,249
13/09/2024 14:00,0.12,3,316,18569,0.15,3.1,,KNW06_Waves.xlsx,254
13/09/2024 15:00,0.01,9.8,137,18574,0.01,13.9,,KNW06_Waves.xlsx,109
13/09/2024 16:00,0.01,9.8,197,18582,0.02,13.7,,KNW06_Waves.xlsx,200
13/09/2024 17:00,0.02,9.8,211,18600,0.03,12,,KNW06_Waves.xlsx,214
13/09/2024 18:00,0.01,9.8,45,18600,0.02,13.9,,KNW06_Waves.xlsx,50
13/09/2024 19:00,0.03,8.5,173,18598,0.04,10,,KNW06_Waves.xlsx,138
13/09/2024 20:00,0.02,25,27,18598,0.02,20.1,,KNW06_Waves.xlsx,58
13/09/2024 21:00,0.03,7.5,209,18587,0.04,10.3,,KNW06_Waves.xlsx,217
13/09/2024 22:00,0.01,9.8,229,18584,0.02,12.8,,KNW06_Waves.xlsx,237
13/09/2024 23:00,0.01,14,277,18589,0.01,14.3,,KNW06_Waves.xlsx,281
14/09/2024 00:00,0.01,9.8,57,18577,0.02,15.5,,KNW06_Waves.xlsx,75
14/09/2024 01:00,0.02,9.8,298,18582,0.03,14.5,,KNW06_Waves.xlsx,310
14/09/2024 02:00,0.02,9.8,277,18581,0.02,15.6,,KNW06_Waves.xlsx,261
14/09/2024 03:00,0.02,11.5,177,18589,0.03,14.4,,KNW06_Waves.xlsx,149
14/09/2024 04:00,0.01,9.8,253,18597,0.02,13.2,,KNW06_Waves.xlsx,248
14/09/2024 05:00,0.02,11.5,65,18594,0.02,13.3,,KNW06_Waves.xlsx,39
14/09/2024 06:00,0.02,9.8,141,18593,0.03,12.7,,KNW06_Waves.xlsx,127
14/09/2024 07:00,0.02,11.5,281,18589,0.02,14.8,,KNW06_Waves.xlsx,266
14/09/2024 08:00,0.02,9.8,293,18576,0.02,13.8,,KNW06_Waves.xlsx,322
14/09/2024 09:00,0.01,18,57,18575,0.01,18.2,,KNW06_Waves.xlsx,87
14/09/2024 10:00,0.11,3.1,250,18574,0.14,3.6,,KNW06_Waves.xlsx,233
14/09/2024 11:00,0.28,3,257,18549,0.36,3,,KNW06_Waves.xlsx,259
14/09/2024 12:00,0.28,3,240,18551,0.36,3.2,,KNW06_Waves.xlsx,229
14/09/2024 13:00,0.28,3,233,18548,0.35,3.2,,KNW06_Waves.xlsx,236
14/09/2024 14:00,0.36,3,243,18535,0.46,3.2,,KNW06_Waves.xlsx,240
14/09/2024 15:00,0.27,3.1,247,18553,0.35,3.2,,KNW06_Waves.xlsx,144
14/09/2024 16:00,0.24,3,235,18563,0.3,3.2,,KNW06_Waves.xlsx,233
14/09/2024 17:00,0.04,8.5,33,18578,0.04,9.8,,KNW06_Waves.xlsx,28
14/09/2024 18:00,0.04,8.5,167,18582,0.06,9.8,,KNW06_Waves.xlsx,214
14/09/2024 19:00,0.03,8.5,349,18572,0.04,11.1,,KNW06_Waves.xlsx,328
14/09/2024 20:00,0.04,8.5,25,18571,0.05,9.7,,KNW06_Waves.xlsx,15
14/09/2024 21:00,0.05,7.5,25,18569,0.06,9,,KNW06_Waves.xlsx,352
14/09/2024 22:00,0.04,8.5,281,18566,0.05,10.6,,KNW06_Waves.xlsx,272
14/09/2024 23:00,0.02,9.8,5,18560,0.03,13.7,,KNW06_Waves.xlsx,29
15/09/2024 00:00,0.04,7.5,3,18543,0.04,9.1,,KNW06_Waves.xlsx,18
15/09/2024 01:00,0.02,9.8,221,18532,0.02,13.9,,KNW06_Waves.xlsx,208
15/09/2024 02:00,0.03,7.5,193,18548,0.04,9.8,,KNW06_Waves.xlsx,193
15/09/2024 03:00,0.04,6.7,13,18550,0.05,7.8,,KNW06_Waves.xlsx,352
15/09/2024 04:00,0.01,18,113,18558,0.02,17.2,,KNW06_Waves.xlsx,138
15/09/2024 05:00,0.02,11.5,53,18565,0.02,13.7,,KNW06_Waves.xlsx,98
15/09/2024 06:00,0.04,8.5,193,18564,0.05,9.5,,KNW06_Waves.xlsx,175
15/09/2024 07:00,0.01,11.5,161,18557,0.02,14.4,,KNW06_Waves.xlsx,178
15/09/2024 08:00,0.04,8.5,94,18546,0.05,10.1,,KNW06_Waves.xlsx,95
15/09/2024 09:00,0.01,18,57,18532,0.02,15.7,,KNW06_Waves.xlsx,63
15/09/2024 10:00,0.39,3.1,272,18530,0.5,3.2,,KNW06_Waves.xlsx,302
15/09/2024 11:00,0.36,2.8,236,18534,0.46,3.1,,KNW06_Waves.xlsx,252
15/09/2024 12:00,0.4,3.1,263,18526,0.51,3.2,,KNW06_Waves.xlsx,248
15/09/2024 13:00,0.35,3,243,18524,0.45,3.1,,KNW06_Waves.xlsx,226
15/09/2024 14:00,0.23,3,249,18526,0.29,3.1,,KNW06_Waves.xlsx,194
15/09/2024 15:00,0.28,3,235,18536,0.35,3.1,,KNW06_Waves.xlsx,235
15/09/2024 16:00,0.17,2.8,161,18547,0.22,3.1,,KNW06_Waves.xlsx,133
15/09/2024 17:00,0.04,8.5,121,18561,0.04,9.9,,KNW06_Waves.xlsx,90
15/09/2024 18:00,0.03,8.5,113,18571,0.04,10.7,,KNW06_Waves.xlsx,115
15/09/2024 19:00,0.02,9.8,73,18571,0.02,14,,KNW06_Waves.xlsx,98
15/09/2024 20:00,0.05,7.5,303,18562,0.07,9,,KNW06_Waves.xlsx,312
15/09/2024 21:00,0.03,7.5,81,18555,0.04,9.4,,KNW06_Waves.xlsx,96
15/09/2024 22:00,0.06,8.5,227,18552,0.07,6.3,,KNW06_Waves.xlsx,230
15/09/2024 23:00,0.04,8.5,253,18531,0.06,9,,KNW06_Waves.xlsx,245
16/09/2024 00:00,0.03,7.5,45,18527,0.04,8.7,,KNW06_Waves.xlsx,63
16/09/2024 01:00,0.02,25,13,18533,0.02,16.1,,KNW06_Waves.xlsx,358
16/09/2024 02:00,0.02,9.8,353,18543,0.02,15.4,,KNW06_Waves.xlsx,336
16/09/2024 03:00,0.02,9.8,13,18552,0.03,13.7,,KNW06_Waves.xlsx,30
16/09/2024 04:00,0.01,14,233,18565,0.02,17.8,,KNW06_Waves.xlsx,222
16/09/2024 05:00,0.02,18,53,18575,0.02,16.4,,KNW06_Waves.xlsx,88
16/09/2024 06:00,0.03,7.5,129,18565,0.04,8.8,,KNW06_Waves.xlsx,120
16/09/2024 07:00,0.02,14,177,18569,0.03,19.5,,KNW06_Waves.xlsx,203
16/09/2024 08:00,0.02,25,40,18560,0.03,16.2,,KNW06_Waves.xlsx,51
16/09/2024 09:00,0.01,18,202,18548,0.02,17.3,,KNW06_Waves.xlsx,209
16/09/2024 10:00,0.02,25,207,18551,0.02,19.7,,KNW06_Waves.xlsx,137
16/09/2024 11:00,0.07,3,93,18550,0.08,3.1,,KNW06_Waves.xlsx,107
16/09/2024 12:00,0.03,7.5,41,18552,0.04,9.8,,KNW06_Waves.xlsx,47
16/09/2024 13:00,0.15,3,99,18553,0.19,3.2,,KNW06_Waves.xlsx,116
16/09/2024 14:00,0.14,2.8,67,18539,0.18,3.1,,KNW06_Waves.xlsx,341
16/09/2024 15:00,0.11,2.8,201,18538,0.14,3,,KNW06_Waves.xlsx,189
16/09/2024 16:00,0.01,14,5,18551,0.02,13.5,,KNW06_Waves.xlsx,322
16/09/2024 17:00,0.02,9.8,303,18560,0.02,12.9,,KNW06_Waves.xlsx,310
16/09/2024 18:00,0.01,11.5,3,18574,0.01,13.3,,KNW06_Waves.xlsx,318
16/09/2024 19:00,0.02,11.5,53,18574,0.03,13.1,,KNW06_Waves.xlsx,55
16/09/2024 20:00,0.02,11.5,341,18569,0.02,13.1,,KNW06_Waves.xlsx,323
16/09/2024 21:00,0.02,25,221,18566,0.03,16.7,,KNW06_Waves.xlsx,260
16/09/2024 22:00,0.01,14,353,18563,0.02,19.3,,KNW06_Waves.xlsx,309
16/09/2024 23:00,0.02,9.8,257,18560,0.02,13.8,,KNW06_Waves.xlsx,255
17/09/2024 00:00,0.01,9.8,105,18558,0.02,13.8,,KNW06_Waves.xlsx,97
17/09/2024 01:00,0.04,8.5,217,18557,0.05,9.7,,KNW06_Waves.xlsx,254
17/09/2024 02:00,0.02,14,57,18566,0.02,13.3,,KNW06_Waves.xlsx,80
17/09/2024 03:00,0.02,14,93,18571,0.02,16.7,,KNW06_Waves.xlsx,100
17/09/2024 04:00,0.04,8.5,73,18580,0.05,10,,KNW06_Waves.xlsx,42
17/09/2024 05:00,0.02,11.5,61,18583,0.03,15.6,,KNW06_Waves.xlsx,96
17/09/2024 06:00,0.02,9.8,17,18591,0.03,12.5,,KNW06_Waves.xlsx,46
17/09/2024 07:00,0.01,9.8,189,18596,0.01,11.8,,KNW06_Waves.xlsx,202
17/09/2024 08:00,0.03,8.5,269,18593,0.04,10,,KNW06_Waves.xlsx,285
17/09/2024 09:00,0.02,9.8,288,18586,0.02,14.9,,KNW06_Waves.xlsx,292
17/09/2024 10:00,0.01,25,186,18584,0.01,17,,KNW06_Waves.xlsx,169
17/09/2024 11:00,0.01,14,217,18559,0.02,16.4,,KNW06_Waves.xlsx,251
17/09/2024 12:00,0.02,9.8,81,18555,0.02,13.8,,KNW06_Waves.xlsx,98
17/09/2024 13:00,0.01,9.8,285,18561,0.02,14.7,,KNW06_Waves.xlsx,254
17/09/2024 14:00,0.04,8.5,329,18552,0.05,9.7,,KNW06_Waves.xlsx,311
17/09/2024 15:00,0.04,8.5,225,18553,0.05,10,,KNW06_Waves.xlsx,219
17/09/2024 16:00,0.02,9.8,61,18555,0.02,14.9,,KNW06_Waves.xlsx,90
17/09/2024 17:00,0.04,8.5,193,18572,0.05,9.9,,KNW06_Waves.xlsx,167
17/09/2024 18:00,0.02,9.8,33,18594,0.02,14.1,,KNW06_Waves.xlsx,5
17/09/2024 19:00,0.02,9.8,277,18601,0.03,12.6,,KNW06_Waves.xlsx,271
17/09/2024 20:00,0.05,8.5,111,18602,0.06,9.6,,KNW06_Waves.xlsx,113
17/09/2024 21:00,0.02,9.8,29,18601,0.02,13.3,,KNW06_Waves.xlsx,311
17/09/2024 22:00,0.02,11.5,105,18586,0.03,15.1,,KNW06_Waves.xlsx,89
17/09/2024 23:00,0.04,7.5,105,18580,0.04,8.2,,KNW06_Waves.xlsx,100
18/09/2024 00:00,0.03,18,37,18577,0.03,16.3,,KNW06_Waves.xlsx,28
18/09/2024 01:00,0.02,11.5,61,18571,0.03,13.1,,KNW06_Waves.xlsx,358
18/09/2024 02:00,0.01,9.8,217,18569,0.02,13.2,,KNW06_Waves.xlsx,220
18/09/2024 03:00,0.01,18,229,18566,0.02,18.2,,KNW06_Waves.xlsx,189
18/09/2024 04:00,0.01,9.8,225,18569,0.02,15.4,,KNW06_Waves.xlsx,232
18/09/2024 05:00,0.02,11.5,349,18577,0.02,16.8,,KNW06_Waves.xlsx,327
18/09/2024 06:00,0.01,9.8,81,18576,0.02,15,,KNW06_Waves.xlsx,115
18/09/2024 07:00,0.01,9.8,65,18567,0.02,15.7,,KNW06_Waves.xlsx,12
18/09/2024 08:00,0.04,8.5,341,18558,0.05,9.6,,KNW06_Waves.xlsx,308
18/09/2024 09:00,0.04,8.5,201,18548,0.05,9.8,,KNW06_Waves.xlsx,192
18/09/2024 10:00,0.04,8.5,349,18538,0.05,9.9,,KNW06_Waves.xlsx,6
18/09/2024 11:00,0.11,3.1,328,18542,0.14,3.3,,KNW06_Waves.xlsx,292
18/09/2024 12:00,0.19,3,226,18539,0.24,3.3,,KNW06_Waves.xlsx,185
18/09/2024 13:00,0.27,3,263,18539,0.35,3.2,,KNW06_Waves.xlsx,261
18/09/2024 14:00,0.28,3,241,18541,0.35,3.2,,KNW06_Waves.xlsx,232
18/09/2024 15:00,0.29,3,250,18536,0.36,3.2,,KNW06_Waves.xlsx,235
18/09/2024 16:00,0.22,2.8,246,18544,0.28,3,,KNW06_Waves.xlsx,234
18/09/2024 17:00,0.02,11.5,189,18568,0.02,13.8,,KNW06_Waves.xlsx,140
18/09/2024 18:00,0.02,9.8,1,18575,0.03,13.5,,KNW06_Waves.xlsx,357
18/09/2024 19:00,0.02,11.5,315,18578,0.02,14.8,,KNW06_Waves.xlsx,321
18/09/2024 20:00,0.03,6.1,217,18577,0.04,7.4,,KNW06_Waves.xlsx,194
18/09/2024 21:00,0.02,11.5,181,18579,0.02,15.3,,KNW06_Waves.xlsx,217
18/09/2024 22:00,0.03,7.5,345,18557,0.04,8.8,,KNW06_Waves.xlsx,14
18/09/2024 23:00,0.03,7.5,177,18551,0.04,9.3,,KNW06_Waves.xlsx,195
19/09/2024 00:00,0.02,25,29,18536,0.02,18,,KNW06_Waves.xlsx,23
19/09/2024 01:00,0.01,25,229,18538,0.02,20.8,,KNW06_Waves.xlsx,240
19/09/2024 02:00,0.02,9.8,65,18534,0.02,14.3,,KNW06_Waves.xlsx,58
19/09/2024 03:00,0.03,8.5,5,18530,0.04,9.5,,KNW06_Waves.xlsx,18
19/09/2024 04:00,0.04,8.5,241,18530,0.05,9.7,,KNW06_Waves.xlsx,265
19/09/2024 05:00,0.04,8.5,37,18541,0.05,8.6,,KNW06_Waves.xlsx,8
19/09/2024 06:00,0.04,8.5,37,18558,0.05,9.9,,KNW06_Waves.xlsx,27
19/09/2024 07:00,0.01,11.5,169,18562,0.02,15.6,,KNW06_Waves.xlsx,199
19/09/2024 08:00,0.01,14,1,18555,0.01,17.5,,KNW06_Waves.xlsx,33
19/09/2024 09:00,0.05,8.5,53,18551,0.06,9,,KNW06_Waves.xlsx,65
19/09/2024 10:00,0.02,14,47,18550,0.02,16.4,,KNW06_Waves.xlsx,61
19/09/2024 11:00,0.27,3,267,18538,0.34,3.2,,KNW06_Waves.xlsx,274
19/09/2024 12:00,0.44,3.1,110,18518,0.56,3.1,,KNW06_Waves.xlsx,142
19/09/2024 13:00,0.29,2.8,102,18521,0.37,3,,KNW06_Waves.xlsx,120
19/09/2024 14:00,0.18,2.8,289,18513,0.22,3,,KNW06_Waves.xlsx,300
19/09/2024 15:00,0.11,3.1,253,18512,0.14,3.3,,KNW06_Waves.xlsx,244
19/09/2024 16:00,0.01,11.5,297,18512,0.02,14.8,,KNW06_Waves.xlsx,306
19/09/2024 17:00,0.02,9.8,69,18523,0.03,13.3,,KNW06_Waves.xlsx,51
19/09/2024 18:00,0.02,9.8,61,18531,0.02,13.6,,KNW06_Waves.xlsx,69
19/09/2024 19:00,0.03,8.5,85,18525,0.04,10.9,,KNW06_Waves.xlsx,73
19/09/2024 20:00,0.01,14,157,18521,0.01,19.8,,KNW06_Waves.xlsx,74
19/09/2024 21:00,0.04,8.5,303,18523,0.05,9.8,,KNW06_Waves.xlsx,253
19/09/2024 22:00,0.06,8.5,289,18526,0.07,8.4,,KNW06_Waves.xlsx,256
19/09/2024 23:00,0.05,8.5,189,18527,0.06,9.9,,KNW06_Waves.xlsx,259
20/09/2024 00:00,0.07,8.5,265,18525,0.09,7.5,,KNW06_Waves.xlsx,293
20/09/2024 01:00,0.03,8.5,187,18520,0.04,9.8,,KNW06_Waves.xlsx,193
20/09/2024 02:00,0.01,18,33,18518,0.02,19,,KNW06_Waves.xlsx,45
20/09/2024 03:00,0.02,9.8,181,18536,0.02,14.8,,KNW06_Waves.xlsx,219
20/09/2024 04:00,0.03,5.1,305,18542,0.04,6.5,,KNW06_Waves.xlsx,311
20/09/2024 05:00,0.01,11.5,263,18544,0.02,14.9,,KNW06_Waves.xlsx,331
20/09/2024 06:00,0.01,11.5,45,18552,0.01,15.3,,KNW06_Waves.xlsx,350
20/09/2024 07:00,0.04,8.5,45,18546,0.04,10.1,,KNW06_Waves.xlsx,40
20/09/2024 08:00,0.02,11.5,293,18543,0.02,14,,KNW06_Waves.xlsx,293
20/09/2024 09:00,0.04,8.5,49,18536,0.05,9.9,,KNW06_Waves.xlsx,35
20/09/2024 10:00,0.06,8.5,305,18515,0.07,9.1,,KNW06_Waves.xlsx,304
20/09/2024 11:00,0.03,8.5,37,18508,0.04,9.6,,KNW06_Waves.xlsx,44
20/09/2024 12:00,0.02,9.8,339,18488,0.03,14,,KNW06_Waves.xlsx,336
20/09/2024 13:00,0.02,18,193,18493,0.03,15.1,,KNW06_Waves.xlsx,135
20/09/2024 14:00,0.05,8.5,77,18495,0.06,8.3,,KNW06_Waves.xlsx,24
20/09/2024 15:00,0.02,11.5,209,18491,0.03,14.9,,KNW06_Waves.xlsx,177
20/09/2024 16:00,0.06,8.5,141,18489,0.07,8.9,,KNW06_Waves.xlsx,131
20/09/2024 17:00,0.01,9.8,313,18490,0.02,13.6,,KNW06_Waves.xlsx,329
20/09/2024 18:00,0.06,8.5,245,18486,0.08,8.4,,KNW06_Waves.xlsx,274
20/09/2024 19:00,0.06,8.5,157,18506,0.07,8.7,,KNW06_Waves.xlsx,125
20/09/2024 20:00,0.04,8.5,85,18512,0.06,7.7,,KNW06_Waves.xlsx,76
20/09/2024 21:00,0.04,3.9,265,18501,0.06,5.2,,KNW06_Waves.xlsx,264
20/09/2024 22:00,0.05,7.5,41,18512,0.06,9,,KNW06_Waves.xlsx,76
20/09/2024 23:00,0.03,8.5,229,18504,0.04,9.9,,KNW06_Waves.xlsx,311
21/09/2024 00:00,0.03,8.5,245,18498,0.04,10.5,,KNW06_Waves.xlsx,266
21/09/2024 01:00,0.03,8.5,133,18496,0.04,10.1,,KNW06_Waves.xlsx,176
21/09/2024 02:00,0.03,5.5,321,18501,0.03,7.7,,KNW06_Waves.xlsx,40
21/09/2024 03:00,0.03,8.5,233,18503,0.04,10.2,,KNW06_Waves.xlsx,186
21/09/2024 04:00,0.03,6.7,53,18504,0.04,8.4,,KNW06_Waves.xlsx,41
21/09/2024 05:00,0.02,9.8,261,18504,0.03,11.4,,KNW06_Waves.xlsx,248
21/09/2024 06:00,0.01,14,93,18513,0.02,18,,KNW06_Waves.xlsx,88
21/09/2024 07:00,0.01,14,345,18506,0.02,16.4,,KNW06_Waves.xlsx,358
21/09/2024 08:00,0.03,6.1,333,18505,0.04,7.5,,KNW06_Waves.xlsx,330
21/09/2024 09:00,0.01,14,21,18487,0.02,17,,KNW06_Waves.xlsx,339
21/09/2024 10:00,0.01,11.5,225,18488,0.01,18.1,,KNW06_Waves.xlsx,256
21/09/2024 11:00,0.04,8.5,333,18488,0.04,9.8,,KNW06_Waves.xlsx,299
21/09/2024 12:00,0.15,2.8,97,18487,0.19,3.3,,KNW06_Waves.xlsx,104
21/09/2024 13:00,0.18,2.8,277,18481,0.23,3,,KNW06_Waves.xlsx,210
21/09/2024 14:00,0.1,3.1,77,18485,0.13,3.4,,KNW06_Waves.xlsx,267
21/09/2024 15:00,0.11,3,37,18480,0.14,3.8,,KNW06_Waves.xlsx,285
21/09/2024 16:00,0.1,3.3,80,18491,0.12,5,,KNW06_Waves.xlsx,68
21/09/2024 17:00,0.03,7.5,281,18513,0.04,8.8,,KNW06_Waves.xlsx,266
21/09/2024 18:00,0.03,9.8,133,18525,0.03,13.1,,KNW06_Waves.xlsx,131
21/09/2024 19:00,0.01,9.8,189,18532,0.01,13.3,,KNW06_Waves.xlsx,143
21/09/2024 20:00,0.03,6.1,337,18526,0.04,7.7,,KNW06_Waves.xlsx,6
21/09/2024 21:00,0.01,14,39,18523,0.02,17.6,,KNW06_Waves.xlsx,46
21/09/2024 22:00,0.02,9.8,229,18514,0.02,15,,KNW06_Waves.xlsx,232
21/09/2024 23:00,0.04,8.5,201,18503,0.05,10.5,,KNW06_Waves.xlsx,231
22/09/2024 00:00,0.06,6.7,303,18487,0.08,8.1,,KNW06_Waves.xlsx,301
22/09/2024 01:00,0.02,9.8,221,18492,0.02,12.8,,KNW06_Waves.xlsx,206
22/09/2024 02:00,0.04,8.5,265,18495,0.05,10,,KNW06_Waves.xlsx,201
22/09/2024 03:00,0.01,9.8,201,18502,0.01,14.7,,KNW06_Waves.xlsx,187
22/09/2024 04:00,0.06,8.5,205,18496,0.07,6.6,,KNW06_Waves.xlsx,214
22/09/2024 05:00,0.05,8.5,65,18490,0.06,7.1,,KNW06_Waves.xlsx,70
22/09/2024 06:00,0.02,18,213,18506,0.02,17.9,,KNW06_Waves.xlsx,174
22/09/2024 07:00,0.03,7.5,75,18498,0.04,8.9,,KNW06_Waves.xlsx,83
22/09/2024 08:00,0.02,11.5,277,18505,0.03,15.5,,KNW06_Waves.xlsx,272
22/09/2024 09:00,0.02,25,13,18503,0.02,15.9,,KNW06_Waves.xlsx,73
22/09/2024 10:00,0.04,8.5,61,18495,0.05,9.3,,KNW06_Waves.xlsx,39
22/09/2024 11:00,0.05,8.5,161,18495,0.06,9.1,,KNW06_Waves.xlsx,143
22/09/2024 12:00,0.14,3,103,18474,0.18,3.3,,KNW06_Waves.xlsx,166
22/09/2024 13:00,0.25,3,211,18470,0.32,3.1,,KNW06_Waves.xlsx,187
22/09/2024 14:00,0.26,3,276,18482,0.33,3,,KNW06_Waves.xlsx,351
22/09/2024 15:00,0.1,8.5,241,18477,0.13,6.7,,KNW06_Waves.xlsx,222
22/09/2024 16:00,0.09,8.5,289,18483,0.11,7.5,,KNW06_Waves.xlsx,273
22/09/2024 17:00,0.06,7.5,246,18493,0.07,8.3,,KNW06_Waves.xlsx,247
22/09/2024 18:00,0.06,8.5,241,18488,0.08,7.8,,KNW06_Waves.xlsx,190
22/09/2024 19:00,0.05,6.7,205,18504,0.06,9,,KNW06_Waves.xlsx,225
22/09/2024 20:00,0.03,7.5,255,18505,0.04,9.5,,KNW06_Waves.xlsx,260
22/09/2024 21:00,0.01,11.5,21,18502,0.01,17,,KNW06_Waves.xlsx,4
22/09/2024 22:00,0.02,9.8,69,18499,0.02,14.8,,KNW06_Waves.xlsx,67
22/09/2024 23:00,0.01,9.8,181,18486,0.02,13.1,,KNW06_Waves.xlsx,201
23/09/2024 00:00,0.04,8.5,233,18494,0.05,8,,KNW06_Waves.xlsx,194
23/09/2024 01:00,0.03,8.5,41,18492,0.04,9.6,,KNW06_Waves.xlsx,26
23/09/2024 02:00,0.01,9.8,125,18496,0.01,15.1,,KNW06_Waves.xlsx,117
23/09/2024 03:00,0.05,3.9,115,18482,0.07,5.6,,KNW06_Waves.xlsx,68
23/09/2024 04:00,0.04,7.5,37,18495,0.06,8.8,,KNW06_Waves.xlsx,58
23/09/2024 05:00,0.05,7.5,13,18512,0.07,8.7,,KNW06_Waves.xlsx,7
23/09/2024 06:00,0.03,8.5,205,18522,0.04,10,,KNW06_Waves.xlsx,168
23/09/2024 07:00,0.02,9.8,153,18528,0.03,13.6,,KNW06_Waves.xlsx,126
23/09/2024 08:00,0.05,8.5,329,18524,0.06,9,,KNW06_Waves.xlsx,340
23/09/2024 09:00,0.01,14,165,18513,0.02,16.1,,KNW06_Waves.xlsx,93
23/09/2024 10:00,0.01,9.8,29,18506,0.02,14.1,,KNW06_Waves.xlsx,41
23/09/2024 11:00,0.07,8.5,89,18486,0.09,8.4,,KNW06_Waves.xlsx,81
23/09/2024 12:00,0.03,8.5,129,18486,0.04,9.8,,KNW06_Waves.xlsx,101
23/09/2024 13:00,0.03,8.5,333,18477,0.04,9.7,,KNW06_Waves.xlsx,336
23/09/2024 14:00,0.04,8.5,293,18470,0.06,9.6,,KNW06_Waves.xlsx,273
23/09/2024 15:00,0.03,8.5,81,18485,0.04,10.2,,KNW06_Waves.xlsx,93
23/09/2024 16:00,0.07,3.1,101,18489,0.09,3.9,,KNW06_Waves.xlsx,185
23/09/2024 17:00,0.06,8.5,165,18487,0.07,8.1,,KNW06_Waves.xlsx,184
23/09/2024 18:00,0.04,8.5,45,18492,0.05,10.3,,KNW06_Waves.xlsx,27
23/09/2024 19:00,0.07,8.5,185,18496,0.1,7,,KNW06_Waves.xlsx,190
23/09/2024 20:00,0.04,8.5,145,18498,0.05,9.9,,KNW06_Waves.xlsx,163
23/09/2024 21:00,0.06,8.5,285,18508,0.08,8.2,,KNW06_Waves.xlsx,260
23/09/2024 22:00,0.01,9.8,53,18507,0.02,13.2,,KNW06_Waves.xlsx,44
23/09/2024 23:00,0.04,8.5,303,18513,0.05,9,,KNW06_Waves.xlsx,268
24/09/2024 00:00,0.02,11.5,125,18513,0.03,14.1,,KNW06_Waves.xlsx,133
24/09/2024 01:00,0.02,18,53,18516,0.03,17.1,,KNW06_Waves.xlsx,4
24/09/2024 02:00,0.02,9.8,193,18498,0.02,15.5,,KNW06_Waves.xlsx,105
24/09/2024 03:00,0.03,8.5,195,18489,0.04,9.9,,KNW06_Waves.xlsx,201
24/09/2024 04:00,0.01,18,233,18506,0.02,17.2,,KNW06_Waves.xlsx,244
24/09/2024 05:00,0.02,9.8,117,18517,0.02,14.7,,KNW06_Waves.xlsx,101
24/09/2024 06:00,0.02,9.8,185,18531,0.02,13.9,,KNW06_Waves.xlsx,186
24/09/2024 07:00,0.06,3.9,174,18537,0.07,4.8,,KNW06_Waves.xlsx,152
24/09/2024 08:00,0.04,8.5,137,18525,0.04,10,,KNW06_Waves.xlsx,124
24/09/2024 09:00,0.06,8.5,77,18510,0.07,6.7,,KNW06_Waves.xlsx,63
24/09/2024 10:00,0.03,8.5,49,18493,0.04,9.7,,KNW06_Waves.xlsx,50
24/09/2024 11:00,0.05,8.5,27,18470,0.06,7.4,,KNW06_Waves.xlsx,33
24/09/2024 12:00,0.05,8.5,332,18469,0.06,9,,KNW06_Waves.xlsx,333
24/09/2024 13:00,0.07,8.5,189,18474,0.09,6.5,,KNW06_Waves.xlsx,159
24/09/2024 14:00,0.04,8.5,337,18455,0.05,9.9,,KNW06_Waves.xlsx,6
24/09/2024 15:00,0.04,5.5,23,18466,0.05,8.1,,KNW06_Waves.xlsx,41
24/09/2024 16:00,0.01,9.8,303,18472,0.02,13.2,,KNW06_Waves.xlsx,291
24/09/2024 17:00,0.02,9.8,61,18479,0.02,12.6,,KNW06_Waves.xlsx,42
24/09/2024 18:00,0.03,7.5,145,18493,0.04,9.2,,KNW06_Waves.xlsx,138
24/09/2024 19:00,0.05,8.5,137,18493,0.06,7.7,,KNW06_Waves.xlsx,135
24/09/2024 20:00,0.01,18,325,18499,0.02,19.8,,KNW06_Waves.xlsx,288
24/09/2024 21:00,0.03,7.5,285,18501,0.04,10,,KNW06_Waves.xlsx,278
